Pelvis,SpineNavel,SpineChest,Neck,ClavicleLeft,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,ClavicleRight,ShoulderRight,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,Head,Nose,EyeLeft,EarLeft,EyeRight,EarRight
0.091779046 0.23959196 1.272271,0.108681165 0.07482687 1.2706785,0.13184048 -0.053977624 1.250483,0.13196339 -0.25519997 1.2386963,0.15316838 -0.22356093 1.2636002,0.22780313 -0.1823592 1.3653207,0.22729792 0.041261792 1.4910939,0.27276975 0.24974655 1.5200158,0.27688205 0.328172 1.5627375,0.28905183 0.4273039 1.5532995,0.24325995 0.35521746 1.4864726,0.10939868 -0.2204273 1.2191235,0.02798409 -0.16402899 1.1477168,-0.014244311 0.09393443 1.1510894,-0.0029077306 0.31076825 1.130939,-0.013103642 0.4018867 1.1602564,-0.025612593 0.49348065 1.1945753,0.015155102 0.43366852 1.1319553,0.16646026 0.24687415 1.3114673,0.1057215 0.6074448 1.2447718,0.01780948 0.9361042 1.3469092,0.07571935 1.0522246 1.2310876,0.024435714 0.23302528 1.2369261,0.05618824 0.60225844 1.2143397,0.009679563 0.93700814 1.3352767,0.039147705 1.0489585 1.2247912,0.14089271 -0.32936856 1.2256159,0.22698787 -0.38562915 1.1175435,0.22989799 -0.40814647 1.1642873,0.21226755 -0.37304696 1.2752389,0.19257383 -0.4148325 1.1339804,0.08627177 -0.40355048 1.1920309
0.08350874 0.24419183 1.2550288,0.09700213 0.0795804 1.2568873,0.11965971 -0.04910541 1.2378236,0.12507708 -0.24948658 1.2229784,0.14679912 -0.21763448 1.2469139,0.24036461 -0.17631502 1.3309065,0.18783335 0.06664808 1.3914629,0.2318289 0.24751201 1.2843949,0.23606704 0.32447273 1.3291948,0.23428147 0.3947153 1.4004048,0.2005731 0.3473559 1.2370299,0.100346245 -0.21526489 1.2054592,0.01898083 -0.15911266 1.1343865,-0.01828472 0.09876636 1.142606,0.0006035305 0.3141511 1.1194031,-0.012165113 0.40678626 1.1410816,0.00092923455 0.5014501 1.1642476,0.021149743 0.43452454 1.1252764,0.15599892 0.25061697 1.2978132,0.11765002 0.6140171 1.2357938,0.018819988 0.9399342 1.3331753,0.08356901 1.0672746 1.2348131,0.018141152 0.238398 1.2164483,-0.0143273175 0.60373414 1.165886,-0.0852895 0.93211603 1.2894009,-0.056351166 1.0493155 1.1850356,0.13535728 -0.32295212 1.2082541,0.21988122 -0.38500714 1.1027184,0.22205463 -0.40594324 1.150072,0.205189 -0.3667496 1.2594111,0.18473537 -0.4126034 1.1199712,0.07894737 -0.3964918 1.1771017
0.08561477 0.2509717 1.248478,0.096585594 0.08487488 1.2507925,0.11823803 -0.044944182 1.2310255,0.123014815 -0.24683598 1.2149594,0.14520739 -0.2149191 1.2390568,0.23993373 -0.17383677 1.3235123,0.18538669 0.07226947 1.3778181,0.23749718 0.24430433 1.2572833,0.22508122 0.328075 1.2873155,0.21399814 0.4277712 1.2771096,0.18533808 0.3441174 1.2259873,0.098028615 -0.21218574 1.197704,0.017346315 -0.15519091 1.1248952,-0.018381566 0.10506281 1.1297957,-0.00028503503 0.3221621 1.1058394,-0.015554338 0.41544276 1.1264675,-0.00084264576 0.5100186 1.1521827,0.020329073 0.4462105 1.1067735,0.15822917 0.2563812 1.2924916,0.18420286 0.62453836 1.2347435,0.08680062 0.9494626 1.3460703,0.1558471 1.0874332 1.2638781,0.020135172 0.2460937 1.2087891,-0.013469711 0.6121851 1.1447837,-0.09350465 0.93968177 1.2732074,-0.063407786 1.0632058 1.174699,0.13304259 -0.32082862 1.1996411,0.21547487 -0.3784432 1.0884279,0.2185539 -0.40192685 1.134978,0.20421967 -0.36791122 1.2473656,0.18024684 -0.40688962 1.1051762,0.075012766 -0.39294696 1.1658282
0.08449015 0.25844786 1.2428622,0.094382115 0.090712324 1.244575,0.11578283 -0.0402458 1.2236409,0.12111276 -0.24386199 1.2055721,0.14345358 -0.21181008 1.2301658,0.23960753 -0.16898692 1.3141265,0.18268485 0.08009443 1.363763,0.23108324 0.25517738 1.2424117,0.21894562 0.3360703 1.2815875,0.20992774 0.4366789 1.2691593,0.1776005 0.35823426 1.2221316,0.095785975 -0.20879553 1.1884962,0.015166946 -0.15016134 1.1149744,-0.017416812 0.11288555 1.1237876,0.004852524 0.33193445 1.1023386,-0.017152183 0.4255437 1.1193504,-0.002473059 0.519627 1.150013,0.036543164 0.45273566 1.1235607,0.15756002 0.26321527 1.2877371,0.20020485 0.6338917 1.2333441,0.1085722 0.96339726 1.3468668,0.18443033 1.1008432 1.2663143,0.01859983 0.25414887 1.2023965,-0.010988351 0.62323856 1.1333339,-0.0905586 0.9529737 1.2658013,-0.058605462 1.0778381 1.1670939,0.1314118 -0.31837878 1.1894242,0.21060911 -0.37343696 1.0727928,0.2153772 -0.39837924 1.1189926,0.2049186 -0.36709073 1.2337477,0.1756736 -0.4026278 1.0901722,0.07167886 -0.3903021 1.1554564
0.0843726 0.25856423 1.2420177,0.09414953 0.09075932 1.2434238,0.11548443 -0.040217165 1.2222328,0.120643236 -0.24388215 1.2038453,0.14300065 -0.21187787 1.2285166,0.23923928 -0.16912554 1.3124928,0.18239687 0.08009647 1.3619999,0.23094279 0.25514194 1.2405139,0.2186337 0.33622205 1.279322,0.20957723 0.43679422 1.2663436,0.17752767 0.35808814 1.2191868,0.095354505 -0.20875323 1.1867962,0.014959119 -0.15001035 1.1130425,-0.017149094 0.11322051 1.1208901,0.0059969258 0.33216947 1.0985565,-0.015585113 0.4261333 1.1143074,-0.0006170478 0.52060455 1.1437281,0.038688682 0.4537888 1.1166039,0.15745196 0.26319858 1.2869495,0.2008006 0.63401663 1.2331533,0.1099302 0.9638283 1.346806,0.18628289 1.1011384 1.2663517,0.018473737 0.25438523 1.2015008,-0.010733869 0.6237261 1.1328903,-0.0900283 0.9536123 1.2655027,-0.057841875 1.078522 1.1668335,0.13089076 -0.3184097 1.1875843,0.20903063 -0.37290967 1.0699124,0.21398804 -0.39827168 1.1158844,0.2044733 -0.36788347 1.2310072,0.17405254 -0.4020772 1.0872937,0.07053535 -0.38976544 1.1534171
0.084531665 0.25704667 1.2300915,0.091068305 0.090271056 1.2297026,0.11101314 -0.03959465 1.2064404,0.11603445 -0.24146189 1.184587,0.1382818 -0.21013194 1.2096105,0.23814785 -0.16938129 1.2886775,0.18656485 0.08288169 1.3118877,0.21057807 0.28274202 1.2308866,0.2044513 0.3598558 1.2770519,0.19916788 0.46072453 1.272999,0.16176759 0.38202903 1.1998681,0.09091216 -0.20627834 1.168319,0.011641957 -0.14576079 1.096272,-0.014101295 0.1162229 1.105801,0.009978589 0.33402723 1.0895851,-0.008363915 0.4267103 1.1115326,0.002739638 0.52138 1.1395925,0.042685997 0.45591736 1.1009504,0.15611583 0.25974438 1.2764069,0.12735768 0.6267195 1.2073272,0.034725145 0.9567499 1.3103511,0.10370232 1.0828998 1.2101262,0.019981064 0.25461403 1.1883268,-0.017364345 0.61946034 1.1144321,-0.09392225 0.9461366 1.2495093,-0.07092984 1.0649885 1.1429867,0.12615815 -0.3151663 1.1671144,0.20176208 -0.36697158 1.0479537,0.2070841 -0.39331046 1.092897,0.19938606 -0.36589813 1.2080276,0.16703187 -0.39608258 1.0649574,0.06522374 -0.3846952 1.1322618
0.083499655 0.2563835 1.2239289,0.089099 0.091245025 1.2227966,0.10756278 -0.03746219 1.1994786,0.11042052 -0.23696353 1.1744918,0.13284847 -0.20658997 1.1996974,0.23651941 -0.17149785 1.2742015,0.16745153 0.06958537 1.3253516,0.21401902 0.24042208 1.2037269,0.21353064 0.31502727 1.2525926,0.2208897 0.41439995 1.2432835,0.17901781 0.35206372 1.2004058,0.08584823 -0.20161667 1.1590626,0.008794807 -0.13971397 1.0878804,-0.012685817 0.11987224 1.1006671,0.015967904 0.33508343 1.0870627,-0.0033819713 0.42683458 1.1077658,0.018445965 0.52110755 1.1254559,0.044408552 0.45604327 1.0900885,0.15498069 0.25849918 1.2688518,0.11512049 0.6182259 1.188292,0.017101757 0.94174415 1.2945788,0.08065234 1.0686833 1.1948092,0.019042067 0.2544757 1.1834201,-0.020125259 0.611918 1.0946102,-0.09456761 0.93494314 1.2300261,-0.069031924 1.0499965 1.1223441,0.1196376 -0.30972996 1.1559407,0.19520067 -0.36226323 1.0389776,0.20096712 -0.38728413 1.0840127,0.19302742 -0.35783657 1.1973971,0.16133294 -0.39129427 1.0564811,0.06044734 -0.38030314 1.1230179
0.08599653 0.25867194 1.2202488,0.08896908 0.0926301 1.2190238,0.1056567 -0.037057117 1.1960044,0.10809472 -0.23710151 1.1673752,0.13053651 -0.20709968 1.1934144,0.23416284 -0.1723359 1.2693144,0.16961609 0.06787242 1.3349332,0.22184353 0.23850174 1.2133924,0.22286406 0.31442696 1.2610264,0.22956726 0.4117991 1.2367151,0.18631253 0.35088468 1.2058955,0.08362892 -0.20122749 1.1523105,0.009766452 -0.13758135 1.0782833,-0.014379904 0.12279576 1.0961812,0.020551234 0.33815527 1.0819699,0.0001937747 0.42377555 1.1215876,0.025501955 0.5188605 1.11193,0.04757703 0.4519236 1.0893359,0.15712115 0.25960356 1.266561,0.19454807 0.62693894 1.2161611,0.09883618 0.95071113 1.3295312,0.1720667 1.0864708 1.2481794,0.021860339 0.25783187 1.1784871,-0.0029627793 0.6200113 1.0961025,-0.07645728 0.94630826 1.2289691,-0.041461237 1.0667887 1.1289543,0.1172725 -0.30992547 1.1475122,0.19474247 -0.36156723 1.0304395,0.19878976 -0.38803017 1.075139,0.18875033 -0.36122805 1.1896242,0.1595601 -0.39031062 1.046424,0.056856968 -0.37841377 1.1111212
0.08602482 0.2587734 1.220089,0.088899806 0.09270178 1.2186563,0.10553706 -0.03698267 1.1954485,0.10780696 -0.23701233 1.1664499,0.1302598 -0.20707451 1.1925676,0.23385571 -0.17266822 1.2687134,0.16985834 0.06754944 1.3350129,0.22263962 0.23842248 1.2139862,0.22420207 0.31425986 1.2617755,0.23183751 0.41078693 1.234478,0.18788123 0.3511526 1.2070085,0.08338395 -0.2010808 1.1514277,0.00965292 -0.13722123 1.077417,-0.0142101385 0.12320627 1.095645,0.021035876 0.3385741 1.0817384,0.00084242225 0.42421076 1.1214467,0.026287097 0.5192954 1.1119652,0.048257202 0.45238325 1.0890758,0.15714958 0.2596049 1.2664306,0.19615933 0.6269646 1.2169236,0.10179091 0.9511333 1.330487,0.17611355 1.0866297 1.2496214,0.021888494 0.2580236 1.1783006,-0.0023167022 0.6204132 1.096356,-0.07542579 0.9467671 1.2294697,-0.0400479 1.0673258 1.1296377,0.11693292 -0.30982164 1.1464577,0.19399333 -0.36104214 1.0288963,0.19811557 -0.38773662 1.073462,0.18844327 -0.36147365 1.1881253,0.15879498 -0.38980278 1.0448406,0.056276366 -0.37802914 1.1098931
0.0866712 0.2611922 1.220451,0.08742435 0.09368348 1.2124094,0.10388511 -0.03638974 1.1843926,0.10117566 -0.23780833 1.151645,0.12395723 -0.20870551 1.1791567,0.2234104 -0.17775516 1.2640582,0.16605654 0.060356647 1.3506093,0.23242901 0.23171784 1.2332892,0.24300061 0.30313432 1.2878892,0.24096398 0.36684018 1.2088047,0.19625856 0.34145105 1.2118021,0.07800898 -0.20057446 1.1364434,0.008019134 -0.13264817 1.060485,-0.018141573 0.12879285 1.092412,0.024271155 0.34503806 1.0788395,0.021383021 0.43795118 1.1081215,0.04325842 0.5331187 1.1289155,0.051113114 0.4667748 1.0800996,0.15590583 0.2590799 1.2709352,0.21964264 0.62867284 1.2400324,0.13043779 0.9538327 1.3651652,0.22151509 1.0870463 1.2946628,0.024239294 0.26309696 1.1749272,0.017695552 0.6331284 1.1090068,-0.052237853 0.9639423 1.2422426,-0.0015957318 1.0828714 1.1445576,0.10882996 -0.31120908 1.1304334,0.18965022 -0.36291108 1.0137676,0.19404408 -0.3888211 1.0593488,0.18201678 -0.3603055 1.174427,0.1547958 -0.39268103 1.030021,0.05015237 -0.3826143 1.0941856
0.086671695 0.2611916 1.2204489,0.08742341 0.093682155 1.2124062,0.103882626 -0.03639184 1.184389,0.101167746 -0.23781131 1.1516414,0.12394987 -0.208709 1.1791534,0.22340295 -0.17776345 1.2640579,0.16606066 0.06035137 1.3506118,0.23244604 0.23170854 1.2332913,0.24302453 0.30313042 1.2878834,0.24099344 0.36680695 1.2087746,0.19628704 0.34144354 1.2117913,0.07800228 -0.20057657 1.1364394,0.008017056 -0.13264802 1.060478,-0.01812808 0.12879708 1.0923941,0.024306586 0.34503818 1.0788088,0.021444563 0.43795663 1.1080778,0.04343491 0.53311527 1.1287935,0.051173277 0.46677536 1.0800308,0.15590656 0.25907838 1.2709333,0.21965216 0.62867224 1.2400388,0.13045214 0.9538326 1.3651783,0.22153519 1.0870463 1.2946815,0.024239581 0.2630972 1.1749249,0.017703643 0.6331314 1.1090089,-0.052224524 0.96394646 1.242249,-0.0015778766 1.0828766 1.1445663,0.108820245 -0.31121263 1.1304299,0.18963504 -0.36291844 1.0137609,0.19402835 -0.38882938 1.0593419,0.18200536 -0.3603143 1.1744212,0.15477896 -0.39268658 1.0300148,0.050137118 -0.3826141 1.0941823
0.086671695 0.2611916 1.2204489,0.08742341 0.093682155 1.2124062,0.103882626 -0.03639184 1.184389,0.101167746 -0.23781131 1.1516414,0.12394987 -0.208709 1.1791534,0.22340295 -0.17776345 1.2640579,0.16606066 0.06035137 1.3506118,0.23244604 0.23170854 1.2332913,0.24302453 0.30313042 1.2878834,0.24099344 0.36680695 1.2087746,0.19628704 0.34144354 1.2117913,0.07800228 -0.20057657 1.1364394,0.008017056 -0.13264802 1.060478,-0.01812808 0.12879708 1.0923941,0.024306586 0.34503818 1.0788088,0.021444563 0.43795663 1.1080778,0.04343491 0.53311527 1.1287935,0.051173277 0.46677536 1.0800308,0.15590656 0.25907838 1.2709333,0.21965216 0.62867224 1.2400388,0.13045214 0.9538326 1.3651783,0.22153519 1.0870463 1.2946815,0.024239581 0.2630972 1.1749249,0.017703643 0.6331314 1.1090089,-0.052224524 0.96394646 1.242249,-0.0015778766 1.0828766 1.1445663,0.108820245 -0.31121263 1.1304299,0.18963504 -0.36291844 1.0137609,0.19402835 -0.38882938 1.0593419,0.18200536 -0.3603143 1.1744212,0.15477896 -0.39268658 1.0300148,0.050137118 -0.3826141 1.0941823
0.10205232 0.26886782 1.231576,0.096632525 0.09881447 1.2150011,0.10843752 -0.034112558 1.1855454,0.09592012 -0.2381079 1.1467618,0.11978902 -0.21041776 1.176245,0.221223 -0.18720663 1.2653202,0.16209763 0.05710134 1.3485643,0.24110377 0.22636622 1.2281611,0.24395669 0.29600492 1.2886206,0.23480242 0.3932256 1.2542114,0.19896364 0.34290314 1.2278892,0.07482588 -0.19858119 1.1315662,0.0034703538 -0.12446121 1.0588105,0.00014056475 0.14488807 1.0739628,0.049493164 0.36314255 1.0499399,0.044446595 0.4595743 1.0732816,0.023825813 0.5555599 1.1000853,0.071701966 0.48845732 1.0503395,0.16443805 0.26096767 1.2922301,0.23021959 0.6388192 1.2989619,0.13760492 0.9707905 1.4239068,0.24680868 1.1049013 1.3758348,0.045796365 0.27599174 1.1768814,0.06624387 0.65318674 1.1125889,-0.0093960315 0.9904897 1.2457857,0.06312277 1.1111964 1.1594912,0.10044411 -0.3126865 1.1234399,0.18478435 -0.37578362 1.0111364,0.18652396 -0.39942336 1.0592455,0.17129537 -0.3627053 1.1740278,0.14747885 -0.40365192 1.0281434,0.039060988 -0.3852545 1.0887066
0.09633041 0.2650599 1.228524,0.09359128 0.09601723 1.2169436,0.109860025 -0.035345003 1.1880821,0.094633825 -0.23665947 1.1460412,0.11942448 -0.20997672 1.175042,0.22775853 -0.18956041 1.254317,0.15926644 0.048838675 1.3401908,0.2275874 0.21819526 1.2169586,0.24091826 0.281682 1.2814379,0.24289167 0.3785416 1.2475461,0.19562498 0.33423823 1.2187058,0.07357004 -0.19702895 1.1324295,0.0040482655 -0.120713584 1.062095,0.005174907 0.1465627 1.0717578,0.057987623 0.36064786 1.0378386,0.046668667 0.45630306 1.0583503,0.029290002 0.55264467 1.0827245,0.081461996 0.48735276 1.029054,0.15976372 0.26000708 1.2872779,0.23381266 0.63291323 1.2949002,0.13309874 0.94860804 1.4441102,0.23893988 1.0841649 1.3984265,0.0391298 0.26961625 1.175543,0.06439 0.62310416 1.0388038,0.005755976 0.9554212 1.1836858,0.0743681 1.0750312 1.0954242,0.097797476 -0.31014195 1.121328,0.18275195 -0.3819939 1.0168447,0.18316397 -0.40177712 1.0661911,0.16627261 -0.35669154 1.176563,0.14503933 -0.40779027 1.0349388,0.036632814 -0.38368976 1.0911126
0.09542174 0.2650382 1.2274957,0.09195036 0.09580998 1.2190574,0.1088349 -0.035875455 1.192032,0.09285518 -0.23748504 1.1516395,0.11766368 -0.21066576 1.1805046,0.2243515 -0.18918286 1.2617244,0.17188503 0.054890633 1.3428758,0.24074757 0.22840905 1.2258615,0.24583164 0.29206777 1.291351,0.24168411 0.3835517 1.2449889,0.19430152 0.3356268 1.2183237,0.072016194 -0.19787501 1.1376162,0.0019614622 -0.12186282 1.0674654,0.014819256 0.14524475 1.061948,0.063336015 0.36029315 1.0275958,0.040500537 0.451405 1.0572171,0.014598925 0.5424762 1.0920671,0.08730739 0.48222548 1.0141625,0.15791425 0.2607732 1.2873204,0.23695484 0.63274044 1.291255,0.1294544 0.9436544 1.445743,0.23207164 1.083101 1.4045824,0.039069496 0.26888406 1.1735492,0.067787424 0.61673844 1.0236025,0.016742554 0.95815086 1.1489661,0.084939755 1.0722728 1.0533956,0.09577765 -0.31119353 1.1275591,0.17833704 -0.38355312 1.021501,0.17881069 -0.40388507 1.0706277,0.16382787 -0.35969195 1.1816443,0.1402862 -0.40880197 1.0396694,0.032889977 -0.38319096 1.0971221
0.092453696 0.26326242 1.2157747,0.092811935 0.0945428 1.2152131,0.113251835 -0.037168458 1.1945225,0.09517096 -0.2379871 1.155778,0.119401306 -0.21141462 1.185027,0.22072856 -0.19334655 1.2726812,0.16990906 0.059811816 1.313022,0.24443236 0.23436558 1.2030681,0.24880224 0.29576483 1.27018,0.24342947 0.39780402 1.2688912,0.19363642 0.33919898 1.2149125,0.07556062 -0.1983534 1.140779,0.006810285 -0.12198293 1.0707134,0.021211868 0.14381567 1.063534,0.07372304 0.35645732 1.0265952,0.07266148 0.45381168 1.0382246,0.043174356 0.5495841 1.0450999,0.10490325 0.47797358 1.012009,0.15356748 0.26318967 1.2766111,0.2320991 0.6335556 1.2780309,0.118794 0.9433793 1.4266593,0.22049384 1.0833907 1.3886731,0.037344713 0.26332802 1.1609157,0.07775673 0.61088264 1.0173732,0.026226403 0.9576207 1.1213225,0.09832842 1.0656892 1.0228685,0.09757483 -0.3116493 1.1326251,0.17873645 -0.38776273 1.0291203,0.17905909 -0.40653935 1.0786109,0.16485158 -0.35909146 1.1877918,0.14059688 -0.41190392 1.0480047,0.034083247 -0.38346314 1.104567
0.09277121 0.2633785 1.2112954,0.09627589 0.093718365 1.2138152,0.117728636 -0.03929831 1.1978428,0.09760365 -0.24162117 1.1615819,0.12087916 -0.21480805 1.1918045,0.2144042 -0.19746608 1.2889913,0.1670886 0.05914262 1.3209218,0.25166148 0.23653315 1.2206161,0.23643747 0.30452612 1.2800816,0.23285824 0.40349415 1.2525417,0.19540928 0.34117556 1.2187481,0.07953579 -0.20167792 1.1447229,0.01370412 -0.12510015 1.0708778,0.028028214 0.14226069 1.0632046,0.0822933 0.35573745 1.0257286,0.07994479 0.45413142 1.0321294,0.049182408 0.5501253 1.0390006,0.11082725 0.47756472 1.0090985,0.1528073 0.26554796 1.2738639,0.22736603 0.63901067 1.2729188,0.10899768 0.95278853 1.4143361,0.21235421 1.0928969 1.3762958,0.038634025 0.2614222 1.1548746,0.07850474 0.6184186 1.0296302,0.026251007 0.9724332 1.1145492,0.10270671 1.0748792 1.0118649,0.09978389 -0.31618145 1.1397988,0.18349282 -0.39165944 1.0365393,0.18303846 -0.41091442 1.0861794,0.16668245 -0.36405802 1.1960906,0.1449039 -0.41622785 1.0546949,0.036693245 -0.3884474 1.1099533
0.09240897 0.26381385 1.2146463,0.09964571 0.092888296 1.2153959,0.12213088 -0.041365698 1.2021135,0.10198791 -0.24549188 1.1664739,0.12417788 -0.21835572 1.1977862,0.21269113 -0.20080897 1.3009812,0.16620198 0.058902144 1.325711,0.2499255 0.24426678 1.2357225,0.23986723 0.31382164 1.2956178,0.23389176 0.41070056 1.2593497,0.19127864 0.3433718 1.2182584,0.08493405 -0.20525247 1.1482605,0.021014892 -0.1280185 1.0717547,0.032911357 0.14170414 1.0681455,0.09042976 0.35631225 1.0312281,0.09251946 0.4557108 1.0319808,0.067712724 0.5538986 1.0427997,0.11242003 0.47623414 1.0071139,0.14805184 0.26646525 1.2820424,0.2064555 0.6456208 1.2964361,0.084276184 0.9680041 1.4219253,0.1956138 1.1050748 1.3889309,0.04223334 0.261423 1.1538724,0.08167955 0.63195825 1.063276,0.026332516 0.99250877 1.129557,0.11536966 1.088708 1.0288739,0.10463447 -0.32086983 1.145327,0.18860668 -0.39582333 1.0400906,0.18910408 -0.4152235 1.0901333,0.1735009 -0.3681887 1.201141,0.15030573 -0.4211139 1.0589291,0.04163 -0.3945886 1.1161281
0.09007355 0.26260957 1.2100588,0.10332337 0.09128106 1.2117705,0.12461847 -0.044239998 1.204348,0.10508751 -0.2494423 1.1690751,0.1272632 -0.22202805 1.2004727,0.2144126 -0.20594648 1.3058635,0.16506256 0.05527541 1.319374,0.23478639 0.25141978 1.2382636,0.23503214 0.31479055 1.3059936,0.2397219 0.4179514 1.2929894,0.18587488 0.35343993 1.2246922,0.08783811 -0.20912725 1.1506602,0.02061294 -0.1318095 1.0761632,0.041298613 0.13854975 1.0699055,0.091186605 0.35679287 1.0372604,0.09081882 0.45660746 1.0405629,0.06302425 0.55502635 1.0377637,0.11234724 0.47724497 1.0156728,0.14533174 0.26756328 1.2781485,0.18071078 0.65041864 1.30771,0.05480805 0.9735055 1.4325355,0.16474734 1.1141614 1.4062139,0.04024481 0.2581426 1.1486593,0.06845279 0.6352146 1.0751418,0.013889071 0.9993415 1.131043,0.105622426 1.0969352 1.032934,0.10801144 -0.32520545 1.1480355,0.19629067 -0.3993346 1.0447423,0.19735436 -0.41747665 1.0955021,0.17890066 -0.36812127 1.205661,0.15887809 -0.4259438 1.0641298,0.048281863 -0.40275386 1.1203307
0.08727514 0.25030476 1.2253788,0.10309326 0.081605256 1.2190065,0.1233138 -0.051952496 1.207673,0.11244594 -0.25537056 1.1748228,0.13184755 -0.22722134 1.2064663,0.2100593 -0.21096528 1.3163648,0.15332833 0.04546851 1.3146685,0.20888934 0.24637888 1.2429755,0.22116008 0.30673936 1.3106631,0.21834648 0.4083624 1.2961239,0.17561673 0.3568223 1.2174463,0.095067844 -0.21641287 1.1552681,0.034657065 -0.14354339 1.0736413,0.043055527 0.12389228 1.0783176,0.09362062 0.3401389 1.0557247,0.09659274 0.43854088 1.0514542,0.14525557 0.5257768 1.036913,0.115393154 0.4571849 1.025176,0.14207903 0.25290966 1.2924592,0.16842495 0.63106096 1.3252553,0.052751295 0.9537368 1.446595,0.15961131 1.0921739 1.4131614,0.037856065 0.24795581 1.1648893,0.04290925 0.62414604 1.1109263,-0.017619904 0.98143446 1.1717625,0.06362738 1.0824672 1.0716294,0.118812375 -0.3302401 1.1552925,0.20690337 -0.40030405 1.0520705,0.20691931 -0.4201415 1.1014302,0.1873497 -0.37549946 1.2116162,0.16940713 -0.42688453 1.0695463,0.05958937 -0.40500534 1.1240224
0.08658539 0.23865676 1.2476875,0.10634473 0.07334867 1.2343688,0.12647639 -0.057873443 1.2201025,0.11876884 -0.25797826 1.1853535,0.13725924 -0.23035793 1.216988,0.20743036 -0.21579058 1.3300074,0.15665975 0.036789373 1.3065113,0.20602956 0.23605548 1.2357923,0.21463943 0.2782769 1.3149723,0.24011318 0.37605378 1.3101356,0.17847043 0.34239173 1.2462068,0.10127358 -0.21962008 1.1664033,0.040061913 -0.14801061 1.0871407,0.05011365 0.11539188 1.0862887,0.090672955 0.330546 1.0660317,0.079343125 0.4269438 1.0663354,0.08552132 0.521489 1.0964911,0.11908613 0.44801623 1.040477,0.14112474 0.2398862 1.3133415,0.15733778 0.6123126 1.3520037,0.049786866 0.93150693 1.4738048,0.15483996 1.0673754 1.4382843,0.03740485 0.23754813 1.1884843,0.024032563 0.60995406 1.1525409,-0.046471104 0.9579512 1.2227423,0.025921497 1.0625086 1.1234263,0.12619756 -0.33140382 1.165316,0.21568128 -0.40161264 1.0668635,0.21354507 -0.42122453 1.115407,0.19084723 -0.37712085 1.2232236,0.17771621 -0.42723912 1.0826072,0.067933775 -0.40407827 1.1321664
0.0910694 0.23538588 1.2572508,0.110670716 0.068551496 1.2515166,0.13701437 -0.062589034 1.2387145,0.12856337 -0.26417845 1.2051487,0.14688036 -0.23625034 1.2370379,0.21863954 -0.21796879 1.3495309,0.1649956 0.035061568 1.3198833,0.22264627 0.22893322 1.2371925,0.2017785 0.27846333 1.3102771,0.24008769 0.36215413 1.3537692,0.18264797 0.32402804 1.2765206,0.11145941 -0.22562009 1.1855391,0.047593884 -0.15403125 1.1071354,0.048236623 0.111240596 1.1077523,0.09161128 0.3267414 1.0824119,0.07929821 0.42348373 1.0879446,0.10097009 0.5193763 1.1065868,0.12791455 0.45042443 1.0647961,0.14293376 0.2391292 1.3256295,0.15158312 0.6140924 1.3653854,0.027858078 0.93216276 1.4813566,0.13286364 1.0708036 1.4512997,0.044301037 0.23201036 1.1955907,0.029611018 0.60630727 1.1551832,-0.059409443 0.9507761 1.2332246,0.01772232 1.0607504 1.1419808,0.13588785 -0.33826447 1.1856475,0.22636202 -0.40449917 1.0839329,0.22433627 -0.42611688 1.1319879,0.20123252 -0.38608745 1.2421172,0.18831432 -0.43111238 1.0987649,0.077697106 -0.41041696 1.1494836
0.09227372 0.23763815 1.2792337,0.11445097 0.068648264 1.2742444,0.13957375 -0.06500356 1.2648594,0.13292532 -0.26939452 1.2297022,0.15081646 -0.24109533 1.2624686,0.22359845 -0.22469476 1.3769274,0.17680863 0.034138445 1.3529915,0.23010556 0.23631519 1.2793474,0.22735032 0.279404 1.3606229,0.26394415 0.35422796 1.4216775,0.2043933 0.32973918 1.3355243,0.11561143 -0.23030011 1.2097334,0.052376598 -0.15776628 1.1288719,0.05523336 0.11130503 1.1251744,0.08933838 0.33218712 1.1042138,0.06906736 0.42835385 1.1168817,0.06551118 0.5151849 1.1693429,0.124795936 0.45204818 1.0847758,0.14299633 0.24220681 1.3499515,0.14539835 0.62277687 1.3894489,0.011673316 0.9437833 1.5025231,0.11456177 1.0881197 1.4772267,0.046534915 0.23351838 1.2154642,0.03005916 0.6127377 1.1706797,-0.06345743 0.96273583 1.2434617,0.015747853 1.0764312 1.1543682,0.14117265 -0.34440273 1.2096752,0.22880068 -0.4012047 1.0970634,0.22982538 -0.42679667 1.1440291,0.21147014 -0.3953571 1.2595931,0.19166258 -0.430258 1.1119565,0.08190316 -0.41613653 1.1705607
